Customer_Tenure_Months,Total_Revenue,Avg_Satisfaction_Rate,Usage_vs_Purchased_Ratio,Avg_Data_Usage_GB,Churn,log_Total_Revenue,log_Usage_vs_Purchased_Ratio,winsor_Usage_Ratio,Primary_Plan_Type_2-Day,Primary_Plan_Type_3-Month,Primary_Plan_Type_Daily,Primary_Plan_Type_Monthly,Primary_Plan_Type_Yearly,State_Group_High_Churn_State,State_Group_Low_Churn_State,State_Group_Medium_Churn_State,Primary_Review_Excellent,Primary_Review_Fair,Primary_Review_Good,Primary_Review_Poor,Primary_Review_Very Good,Region_North Central,Region_North East,Region_North West,Region_South East,Region_South South,Region_South West,short_tenure_high_usage_flag,high_value_customer,short_cycle_plan_flag
-1.6982864589292468,0.5666094901613025,-0.710006608095229,-0.2926954468504446,-1.2661966232533235,1,0.8294634935143957,-0.5491687412224955,-0.2926954468504446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-0.5454876582875247,-0.723448168365008,-0.710006608095229,-0.257382851217073,-1.8160058495742215,1,-0.7836573280425988,-0.3733031565865091,-0.257382851217073,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.6448300629317474,-0.22163942973958173,-1.4361164588482878,-0.24575475446750697,-0.15581506303537979,0,0.2712953575315158,-0.3193777985105634,-0.24575475446750697,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0
-1.0066071785442134,-0.77836715048925,-1.4361164588482878,0.012020314720535457,-0.1919642588256154,0,-1.1246599987225934,0.5621045428740066,0.012020314720535457,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
1.2413504827071447,-0.5554606936320327,0.016103242657829798,-0.2647705614177468,-1.3009354808094433,0,-0.2388901690437101,-0.4085319061699348,-0.2647705614177468,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
-1.294806878704644,0.024957568426132032,1.4683229441639474,-0.2888993224123075,-1.5598438892618924,0,0.4976883892705974,-0.5293093942919902,-0.2888993224123075,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.4343913222579392,-0.2970184248120707,1.4683229441639474,-0.2628020806335594,1.0902558809701441,1,0.18436306650681283,-0.3990690748852608,-0.2628020806335594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0
-0.08436813803083577,0.23278822626885148,0.016103242657829798,-0.2870471862543246,1.4935383875992025,0,0.6441555562984307,-0.5197086666976286,-0.2870471862543246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.20383156212959475,-0.21948574416608205,1.4683229441639474,-0.2793750348036256,1.6583252760064382,0,0.2736268538668973,-0.4805413131685441,-0.2793750348036256,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
-1.4677266988009023,-0.09984851055817463,-1.4361164588482878,-0.206256722543503,0.6307825299607799,0,0.39225350033660766,-0.14868630500342,-0.206256722543503,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
-1.35244681873673,-0.21733205859258237,-0.710006608095229,-0.29205587799800253,-1.9356619144897453,1,0.27595059149051,-0.5458055484259026,-0.29205587799800253,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.895510842514628,-0.38962690447255705,-0.710006608095229,-0.22547940626386978,0.1313743384275006,0,0.06021803297963703,-0.22948772115328522,-0.22547940626386978,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
1.1837105426750585,-0.7492923952470042,-0.710006608095229,0.019019792539530532,-0.6425673246256708,1,-0.9237802804702455,0.5804056301621371,0.019019792539530532,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0
-1.4677266988009023,-0.5888428200212777,-0.710006608095229,-0.22566309362274373,-1.2906919715300746,0,-0.3184133302905034,-0.23027985056272832,-0.22566309362274373,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
-1.0642471185762996,0.6462958563807908,-0.710006608095229,-0.2869438187511472,-0.8263937791934719,0,0.8672730225937092,-0.51917454353905,-0.2869438187511472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
1.471910242835489,0.04864810973462855,1.4683229441639474,-0.2818776310988253,-0.8726380276068537,0,0.5160214586339704,-0.4932124065484089,-0.2818776310988253,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0
